original_claim,processed_claim,label,id,label_id,predicted_label_id,predicted_label,is_correct,prediction_confidence,claim_length,word_count,length_bin,conf_bin
There is a Christian state called England with state churches.,christian state called england state church,NOT ENOUGH INFO,137302,2,1,REFUTES,False,0.89978075,62,10,6-10,0.8-0.9
Michelangelo was a person.,michelangelo person,SUPPORTS,124974,0,0,SUPPORTS,True,0.99605954,26,4,0-5,0.9-1.0
Tina Fey joined SNL.,tina fey joined snl,SUPPORTS,93651,0,0,SUPPORTS,True,0.92818475,20,4,0-5,0.9-1.0
Andrew Jackson was appointed a justice on the Tennessee Supreme Court.,andrew jackson appointed justice tennessee supreme court,SUPPORTS,29390,0,0,SUPPORTS,True,0.97586435,70,11,11-15,0.9-1.0
Steven Gerrard plays soccer.,steven gerrard play soccer,SUPPORTS,46931,0,0,SUPPORTS,True,0.99308455,28,4,0-5,0.9-1.0
There is a county in Southern California.,county southern california,SUPPORTS,26565,0,0,SUPPORTS,True,0.995522,41,7,6-10,0.9-1.0
Ringo Starr makes music.,ringo starr make music,SUPPORTS,152979,0,0,SUPPORTS,True,0.9964263,24,4,0-5,0.9-1.0
Prince released at least 28 albums.,prince released least 28 album,SUPPORTS,52007,0,0,SUPPORTS,True,0.9921348,35,6,6-10,0.9-1.0
Final Fantasy XII was released before Final Fantasy XIII.,final fantasy xii released final fantasy xiii,SUPPORTS,220222,0,0,SUPPORTS,True,0.9938181,57,9,6-10,0.9-1.0
Daniela Hantuchová won at least 500 times in her career.,daniela hantuchová least 500 time career,SUPPORTS,70845,0,0,SUPPORTS,True,0.9935375,56,10,6-10,0.9-1.0
A Nightmare on Elm Street stars Hans Zimmer.,nightmare elm street star han zimmer,NOT ENOUGH INFO,195716,2,0,SUPPORTS,False,0.8101256,44,8,6-10,0.8-0.9
Huntington's disease can be caused by a chromosomal abnormality.,huntington disease caused chromosomal abnormality,NOT ENOUGH INFO,131310,2,2,NOT ENOUGH INFO,True,0.9970137,64,9,6-10,0.9-1.0
Fences stars an actor.,fence star actor,SUPPORTS,177605,0,0,SUPPORTS,True,0.996225,22,4,0-5,0.9-1.0
Ruth Negga only acts in Irish cinema.,ruth negga act irish cinema,REFUTES,70835,1,1,REFUTES,True,0.9990181,37,7,6-10,0.9-1.0
Ben Whishaw was in productions.,ben whishaw production,SUPPORTS,185675,0,0,SUPPORTS,True,0.9954099,31,5,0-5,0.9-1.0
Outlander is a drama show.,outlander drama show,SUPPORTS,121968,0,1,REFUTES,False,0.9977749,26,5,0-5,0.9-1.0
Robert Browning was a writer.,robert browning writer,SUPPORTS,219268,0,0,SUPPORTS,True,0.9941612,29,5,0-5,0.9-1.0
Titanium was written in part by Thomas Bangalter.,titanium written part thomas bangalter,NOT ENOUGH INFO,206607,2,0,SUPPORTS,False,0.964883,49,8,6-10,0.9-1.0
Katie Stevens is a person.,katie stevens person,SUPPORTS,92699,0,0,SUPPORTS,True,0.99621224,26,5,0-5,0.9-1.0
Doctor Who was written by the Ancient Greeks.,doctor written ancient greek,REFUTES,149477,1,1,REFUTES,True,0.9967997,45,8,6-10,0.9-1.0
Gwen Stefani performs.,gwen stefani performs,REFUTES,14850,1,1,REFUTES,True,0.99556834,22,3,0-5,0.9-1.0
Monogamy is seen in some mammal species.,monogamy seen mammal specie,SUPPORTS,72845,0,0,SUPPORTS,True,0.41817313,40,7,6-10,0.4-0.5
Octavia Spencer worked in the Divergent film series.,octavia spencer worked divergent film series,SUPPORTS,199440,0,2,NOT ENOUGH INFO,False,0.9864786,52,8,6-10,0.9-1.0
Willow Smith is an entertainer.,willow smith entertainer,SUPPORTS,96606,0,0,SUPPORTS,True,0.99571973,31,5,0-5,0.9-1.0
Elvis was a program.,elvis program,SUPPORTS,205146,0,0,SUPPORTS,True,0.9956,20,4,0-5,0.9-1.0
"Ocean's Eight will be released on June 8, 2018 by Warner Bros.",ocean eight released june 8 2018 warner bros,SUPPORTS,1456,0,1,REFUTES,False,0.8153792,62,12,11-15,0.8-0.9
Humanz is a collection of recordings.,humanz collection recording,SUPPORTS,60124,0,0,SUPPORTS,True,0.99509287,37,6,6-10,0.9-1.0
Ready Player One won an award for libertarian science fiction novels.,ready player one award libertarian science fiction novel,SUPPORTS,39808,0,1,REFUTES,False,0.83485776,69,11,11-15,0.8-0.9
The Great Buck Howard is from America.,great buck howard america,SUPPORTS,18434,0,0,SUPPORTS,True,0.99014974,38,7,6-10,0.9-1.0
Jake Gyllenhaal is a person.,jake gyllenhaal person,SUPPORTS,18818,0,0,SUPPORTS,True,0.9961655,28,5,0-5,0.9-1.0
A Monster Calls was released in May of 2016.,monster call released may 2016,REFUTES,122156,1,1,REFUTES,True,0.9160941,44,9,6-10,0.9-1.0
There are Americans in The Leftovers's cast.,american leftovers cast,SUPPORTS,32178,0,0,SUPPORTS,True,0.9950185,44,7,6-10,0.9-1.0
Stone Temple Pilots had an original member that died on September 3.,stone temple pilot original member died september 3,NOT ENOUGH INFO,223906,2,1,REFUTES,False,0.5646327,68,12,11-15,0.5-0.6
Saved was a play with zero cast members.,saved play zero cast member,REFUTES,229082,1,1,REFUTES,True,0.99891746,40,8,6-10,0.9-1.0
There is no record of Peyton Manning ever playing football.,record peyton manning ever playing football,REFUTES,169886,1,1,REFUTES,True,0.9987696,59,10,6-10,0.9-1.0
The Italian language is spoken in a North African country.,italian language spoken north african country,SUPPORTS,43298,0,0,SUPPORTS,True,0.993093,58,10,6-10,0.9-1.0
Deadpool is not a film.,deadpool film,REFUTES,342,1,1,REFUTES,True,0.9966723,23,5,0-5,0.9-1.0
Yellow Flicker Beat is only a short story.,yellow flicker beat short story,REFUTES,182310,1,1,REFUTES,True,0.9983125,42,8,6-10,0.9-1.0
Ink Master is a film.,ink master film,REFUTES,87468,1,1,REFUTES,True,0.9976411,21,5,0-5,0.9-1.0
Gift of the Night Fury stars the voice of a Scottish stage actor.,gift night fury star voice scottish stage actor,SUPPORTS,226177,0,2,NOT ENOUGH INFO,False,0.9565234,65,13,11-15,0.9-1.0
Czech Republic's passport is ranked 10th in the world.,czech republic passport ranked 10th world,REFUTES,110069,1,0,SUPPORTS,False,0.9729565,54,9,6-10,0.9-1.0
Agatha Christie began her life in 1890.,agatha christie began life 1890,SUPPORTS,30639,0,0,SUPPORTS,True,0.78578925,39,7,6-10,0.7-0.8
Star Wars: The Force Awakens' storyline follows the characters Rey and Finn.,star war force awakens storyline follows character rey finn,SUPPORTS,73777,0,0,SUPPORTS,True,0.99210197,76,12,11-15,0.9-1.0
Marcus Rashford plays for Chelsea.,marcus rashford play chelsea,NOT ENOUGH INFO,149868,2,0,SUPPORTS,False,0.9456928,34,5,0-5,0.9-1.0
"The Twilight series's is a young adult vampire romance series, the first book of which is called Twilight.",twilight series young adult vampire romance series first book called twilight,SUPPORTS,200498,0,0,SUPPORTS,True,0.9954817,106,18,16-20,0.9-1.0
Oscar Wilde wrote in different genres.,oscar wilde wrote different genre,NOT ENOUGH INFO,84997,2,2,NOT ENOUGH INFO,True,0.9931479,38,6,6-10,0.9-1.0
Michael Jackson was born in 2009.,michael jackson born 2009,REFUTES,151530,1,1,REFUTES,True,0.9969121,33,6,6-10,0.9-1.0
Kafka stars an english actor.,kafka star english actor,REFUTES,228166,1,0,SUPPORTS,False,0.8825203,29,5,0-5,0.8-0.9
Las Vegas is in the United States.,la vega united state,SUPPORTS,150632,0,0,SUPPORTS,True,0.96634924,34,7,6-10,0.9-1.0
Scooby-Doo is a fictional American animated cartoon.,scoobydoo fictional american animated cartoon,SUPPORTS,106903,0,0,SUPPORTS,True,0.99274945,52,7,6-10,0.9-1.0
Antarctica contains the North Pole.,antarctica contains north pole,REFUTES,94261,1,1,REFUTES,True,0.99769694,35,5,0-5,0.9-1.0
Dirt (TV Series) was made by a person.,dirt tv series made person,SUPPORTS,162225,0,0,SUPPORTS,True,0.99462974,38,8,6-10,0.9-1.0
Hunter S. Thompson traveled to the country of Brazil.,hunter thompson traveled country brazil,SUPPORTS,48506,0,0,SUPPORTS,True,0.9897531,53,9,6-10,0.9-1.0
Mariah Carey has signature use of the highest register of the human voice.,mariah carey signature use highest register human voice,SUPPORTS,162773,0,0,SUPPORTS,True,0.98661035,74,13,11-15,0.9-1.0
Bob Dylan has won a nobel prize.,bob dylan nobel prize,SUPPORTS,31763,0,0,SUPPORTS,True,0.99071807,32,7,6-10,0.9-1.0
Caryn Mandabach produced That '80s Show.,caryn mandabach produced 80 show,SUPPORTS,176098,0,2,NOT ENOUGH INFO,False,0.74825716,40,6,6-10,0.7-0.8
Cate Blanchett was nominated for an Academy Award.,cate blanchett nominated academy award,SUPPORTS,2290,0,0,SUPPORTS,True,0.9955882,50,8,6-10,0.9-1.0
Tessanne Chin is a German recording artist.,tessanne chin german recording artist,REFUTES,164282,1,1,REFUTES,True,0.3967907,43,7,6-10,0.3-0.4
Evan Goldberg is exclusively German.,evan goldberg exclusively german,REFUTES,206236,1,1,REFUTES,True,0.9978398,36,5,0-5,0.9-1.0
The Hermetic Order of the Golden Dawn was uninterested in the study of the occult.,hermetic order golden dawn uninterested study occult,REFUTES,122919,1,2,NOT ENOUGH INFO,False,0.6843628,82,15,11-15,0.6-0.7
Three Men and a Baby was directed by F. Scott Fitzgerald.,three men baby directed f scott fitzgerald,REFUTES,164601,1,1,REFUTES,True,0.6409847,57,11,11-15,0.6-0.7
Jean-Martin Charcot was a teacher.,jeanmartin charcot teacher,SUPPORTS,211990,0,2,NOT ENOUGH INFO,False,0.800221,34,5,0-5,0.8-0.9
Prometheus is a motion picture.,prometheus motion picture,SUPPORTS,91641,0,0,SUPPORTS,True,0.9954726,31,5,0-5,0.9-1.0
Artists lived in Amsterdam.,artist lived amsterdam,SUPPORTS,30574,0,0,SUPPORTS,True,0.96904224,27,4,0-5,0.9-1.0
Sean Combs's album No Way Out has been certified seven times platinum.,sean combss album way certified seven time platinum,SUPPORTS,10436,0,0,SUPPORTS,True,0.97932696,70,12,11-15,0.9-1.0
Dwyane Wade is a basketball player.,dwyane wade basketball player,SUPPORTS,34663,0,0,SUPPORTS,True,0.9957968,35,6,6-10,0.9-1.0
Catherine Tregenna worked in science fiction.,catherine tregenna worked science fiction,SUPPORTS,179052,0,2,NOT ENOUGH INFO,False,0.9770558,45,6,6-10,0.9-1.0
Steven Gerrard captains the national football team of England.,steven gerrard captain national football team england,SUPPORTS,101833,0,0,SUPPORTS,True,0.995355,62,9,6-10,0.9-1.0
Ken Russell was only involved with a film based upon The Who's 1969 album Who's Next.,ken russell involved film based upon who 1969 album who next,REFUTES,169669,1,1,REFUTES,True,0.9969464,85,16,16-20,0.9-1.0
Motorola makes computer phone equipment.,motorola make computer phone equipment,SUPPORTS,82447,0,0,SUPPORTS,True,0.99001515,40,5,0-5,0.9-1.0
Following is a film.,following film,SUPPORTS,186205,0,0,SUPPORTS,True,0.99134666,20,4,0-5,0.9-1.0
Bette Davis appeared on the American Film Institute's list of the top 50 greatest screen legends in film in the United States.,bette davis appeared american film institute list top 50 greatest screen legend film united state,SUPPORTS,101492,0,0,SUPPORTS,True,0.97910243,126,22,21-25,0.9-1.0
Outlander is a British-American drama television series.,outlander britishamerican drama television series,SUPPORTS,107538,0,1,REFUTES,False,0.9988739,56,7,6-10,0.9-1.0
The Wizard of Oz is from 1948.,wizard oz 1948,REFUTES,116934,1,1,REFUTES,True,0.9966164,30,7,6-10,0.9-1.0
Elvis Presley had a concert.,elvis presley concert,SUPPORTS,121286,0,0,SUPPORTS,True,0.9943224,28,5,0-5,0.9-1.0
Black Mirror was made by English citizen Charlie Brooker.,black mirror made english citizen charlie brooker,SUPPORTS,199616,0,2,NOT ENOUGH INFO,False,0.46805573,57,9,6-10,0.4-0.5
Cristiano Ronaldo was unathletic.,cristiano ronaldo unathletic,REFUTES,104782,1,1,REFUTES,True,0.99925774,33,4,0-5,0.9-1.0
Snoop Dogg was involved with an American record label,snoop dogg involved american record label,SUPPORTS,206007,0,0,SUPPORTS,True,0.98894393,53,9,6-10,0.9-1.0
Denial was released.,denial released,SUPPORTS,200016,0,0,SUPPORTS,True,0.9832597,20,3,0-5,0.9-1.0
Velaiilla Pattadhari 2 is Indian royalty.,velaiilla pattadhari 2 indian royalty,REFUTES,88975,1,0,SUPPORTS,False,0.88117766,41,6,6-10,0.8-0.9
Tiger Woods won professional major golf championships.,tiger wood professional major golf championship,SUPPORTS,164784,0,0,SUPPORTS,True,0.99293643,54,7,6-10,0.9-1.0
Barbara Bain acts in television.,barbara bain act television,SUPPORTS,4153,0,0,SUPPORTS,True,0.99197394,32,5,0-5,0.9-1.0
Louise Simonson is a comic book writer.,louise simonson comic book writer,SUPPORTS,14368,0,0,SUPPORTS,True,0.8204494,39,7,6-10,0.8-0.9
"U2 made a song called ""Sunday Bloody Sunday.""",u2 made song called sunday bloody sunday,SUPPORTS,72587,0,0,SUPPORTS,True,0.7522432,45,8,6-10,0.7-0.8
The Prestige features Piper Perabo.,prestige feature piper perabo,SUPPORTS,200586,0,0,SUPPORTS,True,0.9534997,35,5,0-5,0.9-1.0
"Iceland is geologically active, sitting atop two tectonic plate.",iceland geologically active sitting atop two tectonic plate,SUPPORTS,135532,0,2,NOT ENOUGH INFO,False,0.88258225,64,9,6-10,0.8-0.9
Two of Tom Franco's brothers act.,two tom franco brother act,SUPPORTS,36688,0,0,SUPPORTS,True,0.996167,33,6,6-10,0.9-1.0
Bryan Cranston played Dr. Tim Whatley on a NBC comedy series.,bryan cranston played dr tim whatley nbc comedy series,SUPPORTS,4802,0,0,SUPPORTS,True,0.9885938,61,11,11-15,0.9-1.0
"In 2016, A Monster Calls was released.",2016 monster call released,SUPPORTS,125241,0,0,SUPPORTS,True,0.99546707,38,7,6-10,0.9-1.0
Good Will Hunting featured a song by Minnie Driver.,good hunting featured song minnie driver,NOT ENOUGH INFO,15447,2,0,SUPPORTS,False,0.99086714,51,9,6-10,0.9-1.0
Ellen Burstyn has yet to be nominated for the Emmy Awards.,ellen burstyn yet nominated emmy award,REFUTES,213337,1,1,REFUTES,True,0.9972203,58,11,11-15,0.9-1.0
Harry Potter is an 8 film series.,harry potter 8 film series,SUPPORTS,144387,0,0,SUPPORTS,True,0.91422504,33,7,6-10,0.9-1.0
Lumen Pierce is a caricature on Showtime.,lumen pierce caricature showtime,NOT ENOUGH INFO,203772,2,2,NOT ENOUGH INFO,True,0.99826473,41,7,6-10,0.9-1.0
"Worcester, Massachusetts is 40 mi from a capital.",worcester massachusetts 40 mi capital,SUPPORTS,196956,0,2,NOT ENOUGH INFO,False,0.9971048,49,8,6-10,0.9-1.0
"Jamie Oliver launched ""Jamie's Italian"" in Oxford.",jamie oliver launched jamies italian oxford,SUPPORTS,26763,0,2,NOT ENOUGH INFO,False,0.9945963,50,7,6-10,0.9-1.0
Demi Lovato is an advocate for the LGBT community.,demi lovato advocate lgbt community,SUPPORTS,65936,0,0,SUPPORTS,True,0.9953216,50,9,6-10,0.9-1.0
Kurt Angle is an athlete.,kurt angle athlete,SUPPORTS,39794,0,0,SUPPORTS,True,0.99558747,25,5,0-5,0.9-1.0
Bryan Cranston was not directed by Jay Roach.,bryan cranston directed jay roach,REFUTES,30332,1,1,REFUTES,True,0.9987897,45,8,6-10,0.9-1.0
"Ramona Marquez's birthday is February 24, 2001.",ramona marquezs birthday february 24 2001,SUPPORTS,83031,0,0,SUPPORTS,True,0.986073,47,7,6-10,0.9-1.0
Gunday was written by Ali Abbas Zafar.,gunday written ali abbas zafar,SUPPORTS,159498,0,0,SUPPORTS,True,0.97350717,38,7,6-10,0.9-1.0
Clark Kent is Superman.,clark kent superman,SUPPORTS,114858,0,0,SUPPORTS,True,0.99521095,23,4,0-5,0.9-1.0
John Hartford stole Gentle on My Mind.,john hartford stole gentle mind,REFUTES,139520,1,1,REFUTES,True,0.968384,38,7,6-10,0.9-1.0
Room is based on a podcast of the same name.,room based podcast name,SUPPORTS,110516,0,0,SUPPORTS,True,0.99141544,44,10,6-10,0.9-1.0
One More Light had three songs written by Julia Michaels.,one light three song written julia michael,NOT ENOUGH INFO,102946,2,2,NOT ENOUGH INFO,True,0.9224253,57,10,6-10,0.9-1.0
Jessica Chastain is not in the film industry.,jessica chastain film industry,REFUTES,100130,1,1,REFUTES,True,0.9990901,45,8,6-10,0.9-1.0
Malcolm Young co-founded AC/DC.,malcolm young cofounded acdc,SUPPORTS,144544,0,0,SUPPORTS,True,0.98979133,31,4,0-5,0.9-1.0
F. Gary Gray was a music video director.,f gary gray music video director,SUPPORTS,15628,0,0,SUPPORTS,True,0.9772307,40,8,6-10,0.9-1.0
Gift of the Night Fury stars the voice of a comedian.,gift night fury star voice comedian,SUPPORTS,226300,0,0,SUPPORTS,True,0.9921789,53,11,11-15,0.9-1.0
Tardigrades have been found only in the desert.,tardigrade found desert,REFUTES,217531,1,1,REFUTES,True,0.9984964,47,8,6-10,0.9-1.0
On Stranger Tides is a science fiction novel.,stranger tide science fiction novel,NOT ENOUGH INFO,224343,2,0,SUPPORTS,False,0.8448111,45,8,6-10,0.8-0.9
Marlon Brando was in a 1972 film.,marlon brando 1972 film,SUPPORTS,140201,0,0,SUPPORTS,True,0.9949185,33,7,6-10,0.9-1.0
The Lion King is an artistic work.,lion king artistic work,SUPPORTS,74504,0,0,SUPPORTS,True,0.9962012,34,7,6-10,0.9-1.0
The Challenge was a reality game show.,challenge reality game show,SUPPORTS,23970,0,0,SUPPORTS,True,0.9962788,38,7,6-10,0.9-1.0
Starbucks exclusively sells tea.,starbucks exclusively sell tea,REFUTES,51788,1,1,REFUTES,True,0.9977715,32,4,0-5,0.9-1.0
Courtney Love acted.,courtney love acted,SUPPORTS,192361,0,0,SUPPORTS,True,0.99596065,20,3,0-5,0.9-1.0
Iron Fist is also called Immortal Iron Fist.,iron fist also called immortal iron fist,NOT ENOUGH INFO,202265,2,1,REFUTES,False,0.8442099,44,8,6-10,0.8-0.9
George Orwell is not a writer.,george orwell writer,REFUTES,152896,1,1,REFUTES,True,0.99892396,30,6,6-10,0.9-1.0
Psychology seeks to understand people.,psychology seek understand people,SUPPORTS,1212,0,0,SUPPORTS,True,0.9884334,38,5,0-5,0.9-1.0
Alandi is in a state.,alandi state,SUPPORTS,74133,0,1,REFUTES,False,0.9961947,21,5,0-5,0.9-1.0
The Strangers is a film.,stranger film,SUPPORTS,165567,0,0,SUPPORTS,True,0.9947076,24,5,0-5,0.9-1.0
Judd Apatow has received nominations for Grammy Awards.,judd apatow received nomination grammy award,SUPPORTS,6562,0,0,SUPPORTS,True,0.45765933,55,8,6-10,0.4-0.5
True Detective did not air on HBO.,true detective air hbo,REFUTES,20420,1,1,REFUTES,True,0.9990138,34,7,6-10,0.9-1.0
David Carradine played the role of a character.,david carradine played role character,SUPPORTS,92026,0,0,SUPPORTS,True,0.9957516,47,8,6-10,0.9-1.0
Sue Vertue works in comedy.,sue vertue work comedy,SUPPORTS,223649,0,0,SUPPORTS,True,0.9933182,27,5,0-5,0.9-1.0
Mr. Freeze appears in comic books.,mr freeze appears comic book,SUPPORTS,80146,0,0,SUPPORTS,True,0.99138206,34,6,6-10,0.9-1.0
Sense8 is a show.,sense8 show,SUPPORTS,92552,0,0,SUPPORTS,True,0.99591833,17,4,0-5,0.9-1.0
Jawbreaker (film) stars Julie Benz.,jawbreaker film star julie benz,SUPPORTS,78698,0,0,SUPPORTS,True,0.7428509,35,5,0-5,0.7-0.8
Brazil has the eighth largest economy both by GDP and by nominal GDP.,brazil eighth largest economy gdp nominal gdp,SUPPORTS,128772,0,1,REFUTES,False,0.4710047,69,13,11-15,0.4-0.5
Attack on Titan is not written and illustrated by Hajime Isayama.,attack titan written illustrated hajime isayama,REFUTES,60315,1,1,REFUTES,True,0.9968458,65,11,11-15,0.9-1.0
Fred Trump was a businessman.,fred trump businessman,SUPPORTS,42080,0,1,REFUTES,False,0.572982,29,5,0-5,0.5-0.6
Dirt (TV Series) was made by a person.,dirt tv series made person,SUPPORTS,162225,0,0,SUPPORTS,True,0.99462974,38,8,6-10,0.9-1.0
The Playboy Club's cast murdered Wes Ramsey.,playboy club cast murdered wes ramsey,NOT ENOUGH INFO,218645,2,2,NOT ENOUGH INFO,True,0.8689854,44,7,6-10,0.8-0.9
Whoopi Goldberg co-produced Hollywood Squares.,whoopi goldberg coproduced hollywood square,SUPPORTS,24591,0,0,SUPPORTS,True,0.868176,46,5,0-5,0.8-0.9
Negan is real.,negan real,REFUTES,169215,1,1,REFUTES,True,0.99762887,14,3,0-5,0.9-1.0
Abraham Lincoln spoke out against his neighbor.,abraham lincoln spoke neighbor,REFUTES,127909,1,0,SUPPORTS,False,0.90357286,47,7,6-10,0.9-1.0
Artemis was often depicted as a goat.,artemis often depicted goat,NOT ENOUGH INFO,182781,2,2,NOT ENOUGH INFO,True,0.7305414,37,7,6-10,0.7-0.8
Gabourey Sidibe was nominated for a Golden Globe.,gabourey sidibe nominated golden globe,NOT ENOUGH INFO,211591,2,0,SUPPORTS,False,0.5551592,49,8,6-10,0.5-0.6
The Wolf of Wall Street is a movie.,wolf wall street movie,SUPPORTS,1406,0,0,SUPPORTS,True,0.99351645,35,8,6-10,0.9-1.0
WeChat is a social media app including chat and payment services.,wechat social medium app including chat payment service,SUPPORTS,105009,0,0,SUPPORTS,True,0.9929363,65,11,11-15,0.9-1.0
All My Children's setting is a fictitious suburb of Philadelphia.,childrens setting fictitious suburb philadelphia,SUPPORTS,183812,0,0,SUPPORTS,True,0.95264274,65,10,6-10,0.9-1.0
